0.0,0.0,25.0,100.0
1.0,8000.0,25.0,99.95
2.0,16000.0,25.0,99.73
3.0,24000.0,25.0,99.23
4.0,32000.0,25.0,98.47
5.0,40000.0,25.0,97.64
6.0,48000.0,25.0,96.7
7.0,56000.0,25.0,95.14
8.0,64000.0,25.0,92.5
9.0,72000.0,25.0,88.94
10.0,80000.0,25.0,84.71
11.0,88000.0,25.0,79.24
12.0,96000.0,25.0,71.19
13.0,104000.0,25.0,59.74
14.0,112000.0,25.0,45.45
15.0,120000.0,25.0,30.48
16.0,128000.0,25.0,17.6
17.0,136000.0,25.0,8.62
18.0,144000.0,25.0,3.56
19.0,152000.0,25.0,1.24
20.0,160000.0,25.0,0.36
21.0,168000.0,25.0,0.09
22.0,176000.0,25.0,0.02
23.0,184000.0,25.0,0.01
