0.0,0.0,50.0,100.0
1.0,8000.0,50.0,99.93
2.0,16000.0,50.0,99.71
3.0,24000.0,50.0,99.31
4.0,32000.0,50.0,98.67
5.0,40000.0,50.0,97.75
6.0,48000.0,50.0,96.48
7.0,56000.0,50.0,94.75
8.0,64000.0,50.0,92.47
9.0,72000.0,50.0,89.52
10.0,80000.0,50.0,85.79
11.0,88000.0,50.0,80.91
12.0,96000.0,50.0,73.98
13.0,104000.0,50.0,63.78
14.0,112000.0,50.0,50.01
15.0,120000.0,50.0,34.5
16.0,128000.0,50.0,20.43
17.0,136000.0,50.0,10.25
18.0,144000.0,50.0,4.33
19.0,152000.0,50.0,1.54
20.0,160000.0,50.0,0.46
21.0,168000.0,50.0,0.12
22.0,176000.0,50.0,0.03
23.0,184000.0,50.0,0.01
