0.0,0.0,150.0,100.0
1.0,8000.0,150.0,99.96
2.0,16000.0,150.0,99.85
3.0,24000.0,150.0,99.65
4.0,32000.0,150.0,99.33
5.0,40000.0,150.0,98.86
6.0,48000.0,150.0,98.2
7.0,56000.0,150.0,97.29
8.0,64000.0,150.0,96.02
9.0,72000.0,150.0,94.25
10.0,80000.0,150.0,91.64
11.0,88000.0,150.0,87.49
12.0,96000.0,150.0,80.57
13.0,104000.0,150.0,69.52
14.0,112000.0,150.0,54.31
15.0,120000.0,150.0,37.21
16.0,128000.0,150.0,21.87
17.0,136000.0,150.0,10.88
18.0,144000.0,150.0,4.56
19.0,152000.0,150.0,1.61
20.0,160000.0,150.0,0.48
21.0,168000.0,150.0,0.12
22.0,176000.0,150.0,0.03
23.0,184000.0,150.0,0.01
