450.0,5.52
451.0,5.76
452.0,6.01
453.0,6.26
454.0,6.51
455.0,6.76
456.0,7.01
457.0,7.26
458.0,7.52
459.0,7.78
460.0,8.05
461.0,8.33
462.0,8.61
463.0,8.89
464.0,9.18
465.0,9.47
466.0,9.77
467.0,10.06
468.0,10.37
469.0,10.67
470.0,10.98
471.0,11.29
472.0,11.61
473.0,11.93
474.0,12.25
475.0,12.57
476.0,12.89
477.0,13.22
478.0,13.55
479.0,13.88
480.0,14.21
481.0,14.61
482.0,14.95
483.0,15.29
484.0,15.63
485.0,15.97
486.0,16.31
487.0,16.65
488.0,16.99
489.0,17.34
490.0,17.68
491.0,18.02
492.0,18.37
493.0,18.72
494.0,19.06
495.0,19.41
496.0,19.76
497.0,20.11
498.0,20.46
499.0,20.81
500.0,21.16
501.0,21.51
502.0,21.86
503.0,22.22
504.0,22.57
505.0,22.92
506.0,23.27
507.0,23.63
508.0,23.98
509.0,24.33
510.0,24.68
511.0,25.03
512.0,25.38
513.0,25.73
514.0,26.08
515.0,26.42
516.0,26.77
517.0,27.11
518.0,27.45
519.0,27.79
520.0,28.13
521.0,28.47
522.0,28.81
523.0,29.15
524.0,29.48
525.0,29.82
526.0,30.16
527.0,30.49
528.0,30.83
529.0,31.16
530.0,31.5
531.0,31.83
532.0,32.17
533.0,32.5
534.0,32.84
535.0,33.18
536.0,33.52
537.0,33.86
538.0,34.2
539.0,34.54
540.0,34.88
541.0,35.22
542.0,35.57
543.0,35.91
544.0,36.25
545.0,36.6
546.0,36.94
547.0,37.29
548.0,37.63
549.0,37.97
550.0,38.31
551.0,38.65
552.0,38.99
553.0,39.33
554.0,39.66
555.0,39.99
556.0,40.32
557.0,40.65
558.0,40.96
559.0,41.28
560.0,41.59
561.0,41.89
562.0,42.19
563.0,42.49
564.0,42.77
565.0,43.05
566.0,43.33
567.0,43.59
568.0,43.85
569.0,44.11
570.0,44.35
571.0,44.59
572.0,44.81
573.0,45.04
574.0,45.25
575.0,45.46
576.0,45.66
577.0,45.85
578.0,46.04
579.0,46.22
580.0,46.6
581.0,46.76
582.0,46.92
583.0,47.08
584.0,47.23
585.0,47.59
586.0,47.73
587.0,47.87
588.0,48.0
589.0,48.13
590.0,48.26
591.0,48.39
592.0,48.51
593.0,48.63
594.0,48.75
595.0,48.87
596.0,48.99
597.0,49.11
598.0,49.22
599.0,49.34
600.0,49.46
601.0,49.58
602.0,49.7
603.0,49.81
604.0,49.93
605.0,50.05
606.0,50.18
607.0,50.3
608.0,50.42
609.0,50.54
610.0,50.66
611.0,50.79
612.0,50.91
613.0,51.04
614.0,51.16
615.0,51.28
616.0,51.41
617.0,51.53
618.0,51.65
619.0,51.78
620.0,51.9
621.0,52.02
622.0,52.14
623.0,52.25
624.0,52.37
625.0,52.72
626.0,52.83
627.0,52.94
628.0,53.05
629.0,53.16
630.0,53.26
631.0,53.37
632.0,53.47
633.0,53.56
634.0,53.66
635.0,53.75
636.0,53.84
637.0,53.93
638.0,54.01
639.0,54.1
640.0,54.18
641.0,54.26
642.0,54.34
643.0,54.41
644.0,54.48
645.0,54.55
646.0,54.63
647.0,54.69
648.0,54.76
649.0,54.82
650.0,54.89
651.0,54.95
652.0,55.01
653.0,55.57
654.0,55.63
655.0,55.94
656.0,56.0
657.0,56.06
658.0,56.12
659.0,56.17
660.0,56.49
661.0,56.55
662.0,56.6
663.0,56.91
664.0,56.97
665.0,57.02
666.0,57.08
667.0,57.13
668.0,57.19
669.0,57.24
670.0,57.29
671.0,57.61
672.0,57.66
673.0,57.71
674.0,57.76
675.0,57.82
676.0,57.87
677.0,57.92
678.0,57.97
679.0,58.02
680.0,58.07
681.0,58.38
682.0,58.43
683.0,58.76
684.0,58.8
685.0,58.85
686.0,58.9
687.0,58.94
688.0,58.99
689.0,59.03
690.0,59.08
691.0,59.12
692.0,59.17
693.0,59.21
694.0,59.25
695.0,59.3
696.0,59.34
697.0,59.38
698.0,59.42
699.0,59.46
700.0,59.5
701.0,59.54
702.0,59.58
703.0,59.62
704.0,59.66
705.0,59.69
706.0,59.73
707.0,59.77
708.0,59.81
709.0,59.84
710.0,59.88
711.0,59.91
712.0,59.95
713.0,59.99
714.0,60.02
715.0,60.06
716.0,60.09
717.0,60.4
718.0,60.44
719.0,60.47
720.0,60.51
721.0,60.54
722.0,60.86
723.0,60.89
724.0,60.92
725.0,60.95
726.0,61.27
727.0,61.59
728.0,61.92
729.0,62.55
730.0,62.28
731.0,62.31
732.0,62.04
733.0,61.48
734.0,61.51
735.0,61.53
736.0,61.56
737.0,61.59
738.0,61.62
739.0,61.65
740.0,61.67
741.0,61.7
742.0,61.73
743.0,61.75
744.0,61.78
745.0,61.81
746.0,61.83
747.0,61.86
748.0,61.88
749.0,61.91
750.0,61.94
751.0,61.96
752.0,61.99
753.0,62.01
754.0,62.03
755.0,62.06
756.0,62.08
757.0,62.11
758.0,62.13
759.0,62.15
760.0,62.18
761.0,62.2
762.0,62.23
763.0,62.25
764.0,62.27
765.0,62.29
766.0,62.32
767.0,62.34
768.0,62.36
769.0,62.68
770.0,62.7
771.0,62.72
772.0,62.74
773.0,62.76
774.0,62.79
775.0,63.11
776.0,63.13
777.0,63.76
778.0,64.09
779.0,64.42
780.0,64.44
781.0,64.46
782.0,64.48
783.0,64.18
784.0,63.89
785.0,63.3
786.0,63.32
787.0,63.33
788.0,63.35
789.0,63.37
790.0,63.38
791.0,63.4
792.0,63.42
793.0,63.44
794.0,63.45
795.0,63.47
796.0,63.48
797.0,63.5
798.0,63.52
799.0,63.53
800.0,63.55
801.0,63.56
802.0,63.58
803.0,63.6
804.0,63.61
805.0,63.63
806.0,63.65
807.0,63.97
808.0,63.99
809.0,64.0
810.0,64.02
811.0,64.03
812.0,64.05
813.0,64.07
814.0,64.08
815.0,64.1
816.0,64.11
817.0,64.13
818.0,64.15
819.0,64.16
820.0,64.18
821.0,64.19
822.0,64.21
823.0,64.22
824.0,64.24
825.0,64.25
826.0,64.27
827.0,64.28
828.0,64.3
829.0,64.31
830.0,64.33
831.0,64.34
832.0,64.66
833.0,65.95
834.0,66.29
835.0,66.63
836.0,66.65
837.0,66.66
838.0,66.67
839.0,66.69
840.0,66.7
841.0,66.38
842.0,66.07
843.0,65.76
844.0,64.81
845.0,64.83
846.0,64.84
847.0,64.85
848.0,64.86
849.0,64.87
850.0,64.88
851.0,64.89
852.0,64.9
853.0,64.91
854.0,64.92
855.0,64.93
856.0,64.94
857.0,64.95
858.0,64.96
859.0,64.98
860.0,64.99
861.0,65.31
862.0,65.32
863.0,65.33
864.0,65.34
865.0,65.35
866.0,65.37
867.0,65.38
868.0,65.39
869.0,65.4
870.0,65.41
871.0,65.42
872.0,65.43
873.0,65.44
874.0,65.45
875.0,65.46
876.0,65.48
877.0,65.49
878.0,65.49
879.0,65.51
880.0,65.52
881.0,65.53
882.0,65.54
883.0,65.54
884.0,65.56
885.0,65.57
886.0,65.58
887.0,67.22
888.0,67.9
889.0,68.26
890.0,68.61
891.0,68.97
892.0,69.34
893.0,69.35
894.0,69.71
895.0,69.72
896.0,69.73
897.0,70.1
898.0,70.11
899.0,70.49
900.0,70.5
901.0,70.14
902.0,70.51
903.0,70.16
904.0,70.17
905.0,69.81
906.0,70.19
907.0,69.83
908.0,69.48
909.0,69.49
910.0,69.14
911.0,68.8
912.0,68.46
913.0,67.79
914.0,67.46
915.0,66.15
916.0,66.15
917.0,66.16
918.0,66.17
919.0,66.18
920.0,66.18
921.0,66.19
922.0,66.2
923.0,66.21
924.0,66.21
925.0,66.22
926.0,66.23
927.0,66.24
928.0,66.24
929.0,66.25
930.0,68.6
931.0,70.02
932.0,70.76
933.0,71.51
934.0,71.9
935.0,73.06
936.0,73.47
937.0,73.87
938.0,74.29
939.0,74.29
940.0,74.71
941.0,75.13
942.0,75.14
943.0,75.15
944.0,75.16
945.0,75.58
946.0,76.01
947.0,76.02
948.0,76.03
949.0,76.03
950.0,76.47
